Go.	Geh.
Take your time.	Lasst euch Zeit.
Tell everybody.	Sag es allen.
Tell everybody.	Sagt es allen.
Tell everybody.	Sagen Sie es allen.
Tell everybody.	Erzähl es allen.
Tell everybody.	Erzählt es allen.
Tell everybody.	Erzählen Sie es allen.
Tell me a joke.	Erzähl mir einen Witz!
Tell me a joke.	Erzähle mir einen Witz!
Tell the truth.	Sprich die Wahrheit!
Tell the truth.	Sprechen Sie die Wahrheit!
Tell the truth.	Sage die Wahrheit!
Tell the truth.	Sagen Sie die Wahrheit!
Tell the truth.	Raus mit der Sprache!
Tell us a joke.	Erzähl uns einen Witz!
Thank goodness!	Gott sei Dank!
That isn't Tom.	Das ist nicht Tom.
That looks bad.	Das sieht schlecht aus.
That should do.	Das sollte genügen.
That took guts.	Das hat Mumm erfordert.
That was a lie.	Das war eine Lüge.
That was close.	Das war knapp!
That was great.	Das war großartig.
That was ideal.	Das war ideal.
That was magic.	Das war zauberhaft.
That was quick.	Das war schnell.
That was quick.	Das ging fix!
That was quick.	Das ging schnell!
That was risky.	Das war riskant.
That was sweet.	Das war ganz reizend.
That wasn't me.	Das war ich nicht.
That will help.	Das wird helfen.
That will pass.	Das geht vorbei.
That'd be fine.	Das wäre in Ordnung.
That'd be good.	Das wäre gut.
That'd be nice.	Das wäre nett.
That'll be $30.	Das wären 30 $.
That'll be fun.	Das wird ein Spaß!
That's a crime.	Das ist ein Verbrechen.
That's a given.	Das ist eine Selbstverständlichkeit.
That's a skull.	Das ist ein Schädel.
That's a table.	Das ist ein Tisch.
That's a tower.	Das ist ein Turm.
That's an idea.	Das ist eine gute Idee.
That's chicken.	Das ist Huhn.
That's correct.	Das ist richtig.
That's correct.	Das ist korrekt.
That's evident.	Das ist offensichtlich.
That's foolish.	Das ist töricht.
That's for Tom.	Das ist für Tom.
That's for you.	Das ist für dich.
That's hogwash.	Das ist Quatsch.
That's illegal.	Das ist illegal.
That's immoral.	Das ist unmoralisch.
That's justice.	Das ist Gerechtigkeit.
That's logical.	Das ist logisch.
That's my bike.	Das ist mein Fahrrad.
That's my book.	Das ist mein Buch.
That's my doll.	Das ist meine Puppe.
That's my idea.	Das ist meine Idee.
That's my line!	Das ist mein Satz!
That's my plan.	Das ist mein Plan.
That's no good.	Das ist nicht gut.
That's not Tom.	Das ist nicht Tom.
That's not bad.	Das ist nicht schlimm.
That's not bad.	Das ist nicht schlecht.
That's not how.	So ist es nicht.
That's not why.	Das ist nicht der Grund.
That's our job.	Das ist unsere Aufgabe.
That's peanuts.	Das ist doch Kleingeld.
That's perfect.	Das ist perfekt.
That's plastic.	Das ist Plastik.
That's rubbish.	Das ist Quatsch.
That's rubbish.	Das ist Unsinn.
That's serious.	Das ist ernst.
That's so cool.	Das ist so cool.
That's so mean.	Das ist so gemein.
That's so rude.	Das ist so unverschämt.
That's strange.	Das ist seltsam.
That's the law.	So lautet das Gesetz.
That's the law.	Das ist das Gesetz.
That's the one.	Das ist es.
That's the way.	Das ist so.
That's too bad.	Das ist echt schade.
That's typical.	Das ist typisch.
The birds sang.	Die Vögel sangen.
The cat is wet.	Die Katze ist nass.
The dog barked.	Der Hund bellte.
The man is old.	Der Mann ist alt.
The price rose.	Der Preis stieg.
The radio died.	Das Radio ging aus.
The roof leaks.	Das Dach leckt.
The tea is hot.	Der Tee ist heiß.
The tea is hot.	Der Tee ist warm.
The tea's cold.	Der Tee ist kalt.
The train left.	Der Zug ist abgefahren.
Their eyes met.	Ihre Blicke trafen sich.
Their lips met.	Ihre Lippen trafen sich.
There are more.	Es gibt mehr davon.
There is a cat.	Da ist eine Katze.
There's a snag.	Es gibt einen Haken.
These are good.	Diese sind gut.
These are mine.	Die gehören mir.
These are mine.	Das sind meine.
These are ours.	Das sind unsere.
These are real.	Die sind echt.
They adore Tom.	Sie lieben Tom.
They applauded.	Sie applaudierten.
They applauded.	Sie spendeten Beifall.
They are alone.	Sie sind allein.
They are happy.	Sie sind glücklich.
They bought it.	Sie kauften es.
They bought it.	Sie haben es gekauft.
They came back.	Sie kamen zurück.
They can do it.	Die schaffen das.
They found Tom.	Sie haben Tom gefunden.
They hated Tom.	Sie hassten Tom.
They hated Tom.	Sie konnten Tom nicht leiden.
They have come.	Sie sind gekommen.
They have kids.	Sie haben Kinder.
They have wine.	Sie haben Wein.
They heard Tom.	Sie haben Tom gehört.
They helped me.	Sie haben mir geholfen.
They hired Tom.	Tom wurde eingestellt.
They just left.	Sie sind gerade gegangen.
They know that.	Die wissen das.
They know that.	Das wissen sie.
They let me go.	Sie haben mich gehen lassen.
They liked Tom.	Sie mochten Tom.
They look busy.	Sie sehen beschäftigt aus.
They look cool.	Die sehen cool aus.
They look good.	Sie sehen gut aus.
They look good.	Die sehen gut aus.
They love that.	Sie mögen das.
They love that.	Die lieben das.
They loved Tom.	Sie liebten Tom.
They loved you.	Sie haben dich geliebt.
They loved you.	Die haben dich geliebt.
They need help.	Sie brauchen Hilfe.
They quarreled.	Sie haben sich gestritten.
They ruined it.	Sie ruinierten es.
They ruined it.	Sie haben es ruiniert.
They said that.	Sie sagten das.
They seem busy.	Sie scheinen beschäftigt zu sein.
They smell bad.	Sie riechen übel.
They struggled.	Es fiel ihnen schwer.
They succeeded.	Sie haben ihr Ziel erreicht.
They trust Tom.	Sie vertrauen Tom.
They want more.	Sie wollen mehr.
They want this.	Sie wollen das.
They went away.	Sie gingen weg.
They were busy.	Sie waren beschäftigt.
They were dead.	Sie waren tot.
They were fake.	Sie waren gefälscht.
They were fine.	Es ging ihnen gut.
They were gone.	Sie waren weg.
They were gone.	Die waren weg.
They were good.	Sie waren gut.
They were here.	Sie waren hier.
They were nice.	Sie waren nett.
They were sick.	Sie waren krank.
They were weak.	Sie waren schwach.
They will come.	Sie werden kommen.
They will help.	Sie werden helfen.
They won't die.	Sie werden nicht sterben.
They work hard.	Sie strengen sich an.
They work hard.	Sie arbeiten tüchtig.
They work hard.	Sie arbeiteten hart.
They're adults.	Das sind Erwachsene.
They're broken.	Sie sind ruiniert.
They're broken.	Sie sind kaputt.
They're broken.	Sie sind defekt.
They're coming.	Sie kommen.
They're family.	Sie sind Familie.
They're idiots.	Sie sind Idioten.
They're insane.	Sie sind nicht ganz bei Trost.
They're inside.	Sie sind drinnen.
They're trying.	Sie versuchen es.
They're yellow.	Sie sind gelb.
Think about it.	Denk darüber nach.
Think about it.	Denke darüber nach.
Think about it.	Überleg es dir!
Think about it.	Denkt darüber nach!
Think about it.	Denken Sie darüber nach!
Think about it.	Überlegen Sie es sich!
Think about it.	Überlegt es euch!
Think positive.	Denk positiv.
This annoys me.	Das ärgert mich.
This annoys me.	Das nervt mich.
This annoys me.	Das stört mich.
This dog bites.	Dieser Hund beißt.
This dog bites.	Das ist ein bissiger Hund.
This is a book.	Das ist ein Buch.
This is a desk.	Das ist ein Schreibtisch.
This is a fact.	Das ist eine Tatsache.
This is a fake.	Das ist eine Fälschung.
This is a fish.	Das ist ein Fisch.
This is a joke.	Das ist ein Witz.
This is a lion.	Das hier ist ein Löwe.
This is a lion.	Das ist ein Löwe.
This is a rule.	Das ist eine Regel.
This is a sign.	Das ist ein Zeichen!
This is a test.	Das ist ein Test.
This is a trap.	Das ist eine Falle.
This is better.	Das ist besser.
This is boring.	Das ist langweilig.
This is broken.	Das ist kaputt.
This is coffee.	Das ist Kaffee.
This is creepy.	Das ist gruselig.
This is creepy.	Das ist haarsträubend.
This is insane.	Das ist verrückt.
This is my bag.	Das ist meine Tasche.
This is my car.	Das ist mein Auto.
This is my car.	Dies ist mein Auto.
This is my cat.	Das ist meine Katze.
This is my cat.	Dies ist meine Katze.
This is my dad.	Das ist mein Vati.
This is my dog.	Das ist mein Hund.
This is my dog.	Dies ist mein Hund.
This is my job.	Das ist meine Arbeit.
This is on you.	Das liegt an dir.
This is simple.	Das ist einfach.
This is stupid.	Das ist blöd.
This is theirs.	Das ist ihres.
This is theirs.	Das ist ihrer.
This is theirs.	Das ist ihre.
This isn't bad.	Das ist nicht schlecht.
This isn't fun.	Das macht keinen Spaß.
This isn't new.	Das ist nicht neu.
This looks bad.	Das sieht schlecht aus.
This was a lie.	Das war eine Lüge.
This we can do.	Dies können wir tun.
This will help.	Das wird helfen.
This will pass.	Das geht vorbei.
This will work.	Dies wird klappen.
This will work.	Dies wird funktionieren.
This'll be fun.	Das wird ein Spaß!
Those are good.	Die sind gut.
Those are mine.	Die gehören mir.
Throw it there.	Wirf es dorthin!
Throw it to me.	Wirf es mir rüber!
Throw it to me.	Wirf ihn mir rüber!
Throw it to me.	Wirf sie mir rüber.
Throw the ball.	Wirf den Ball.
Throw the dice.	Würfel!
Throw the dice.	Würfle!
Throw the dice.	Würfele!
Throw the dice.	Würfeln Sie!
Time to get up.	Es ist Zeit, aufzustehen.
Time will tell.	Die Zukunft wird es zeigen.
Time will tell.	Die Zeit wird’s zeigen.
Today was warm.	Heute war es warm.
Today's Monday.	Heute ist Montag.
Tom adores you.	Tom betet dich an.
Tom almost won.	Tom hat fast gewonnen.
Tom and I quit.	Tom und ich haben uns getrennt.
Tom apologized.	Tom entschuldigte sich.
Tom appears OK.	Tom scheint in Ordnung zu sein.
Tom approached.	Tom näherte sich.
Tom asked Mary.	Tom fragte Maria.
Tom ate a pear.	Tom aß eine Birne.
Tom ate dinner.	Tom hat zu Abend gegessen.
Tom ate it all.	Tom hat es alles gegessen.
Tom backed off.	Tom wich zurück.
Tom barely ate.	Tom hat kaum gegessen.
Tom barely ate.	Tom aß kaum etwas.
Tom beat me up.	Tom hat mich zusammengeschlagen.
Tom biked home.	Tom radelte nach Hause.
Tom brews beer.	Tom braut Bier.
Tom broke down.	Tom ist zusammengebrochen.
Tom broke that.	Tom hat das kaputt gemacht.
Tom called 911.	Tom rief den Notruf an.
Tom called you.	Tom hat dich angerufen.
Tom came alone.	Tom kam allein.
Tom came close.	Tom kam dem nahe.
Tom came early.	Tom kam früh.
Tom came first.	Tom kam als Erster.
Tom can answer.	Tom kann antworten.
Tom can change.	Tom kann sich ändern.
Tom can change.	Tom kann sich verändern.
Tom can get it.	Tom kann es holen.
Tom can get it.	Tom kann ihn holen.
Tom can get it.	Tom kann sie holen.
Tom can't cook.	Tom kann nicht kochen.
Tom can't move.	Tom kann sich nicht bewegen.
Tom can't read.	Tom kann nicht lesen.
Tom can't sing.	Tom kann nicht singen.
Tom can't stop.	Tom kann nicht aufhören.
Tom can't swim.	Tom kann nicht schwimmen.
Tom can't talk.	Tom kann nicht reden.
Tom can't walk.	Tom kann nicht gehen.
Tom can't work.	Tom kann nicht arbeiten.
Tom cheated me.	Tom hat mich betrogen.
Tom chose well.	Tom hat gut gewählt.
Tom complained.	Tom hat sich beklagt.
Tom complained.	Tom beklagte sich.
Tom complained.	Tom hat sich beschwert.
Tom cooks well.	Tom kocht gut.
Tom cooks well.	Tom kann gut kochen.
Tom cut me off.	Tom hat mich unterbrochen.
Tom dialed 911.	Tom wählte die 112.
Tom did it all.	Tom hat alles gemacht.
Tom did poorly.	Tom hat schlecht abgeschnitten.
Tom didn't ask.	Tom hat nicht gefragt.
Tom didn't cry.	Tom weinte nicht.
Tom didn't run.	Tom rannte nicht.
Tom didn't win.	Tom hat nicht gewonnen.
Tom died alone.	Tom starb alleine.
Tom died at 65.	Tom starb mit 65.
Tom died happy.	Tom ist glücklich gestorben.
Tom died there.	Tom ist dort gestorben.
Tom died young.	Tom starb jung.
Tom ditched me.	Tom hat mich verlassen.
Tom drank beer.	Tom trank Bier.
Tom drank milk.	Tom trank Milch.
Tom drank milk.	Tom hat Milch getrunken.
Tom draws well.	Tom zeichnet gut.
Tom drove away.	Tom fuhr weg.
Tom drove fast.	Tom fuhr schnell.
Tom drove home.	Tom fuhr nach Hause.
Tom dug a hole.	Tom grub ein Loch.
Tom dug a hole.	Tom hat ein Loch gegraben.
Tom easily won.	Tom hat mühelos gewonnen.
Tom eats a lot.	Tom isst viel.
Tom eats a lot.	Tom isst sehr viel.
Tom eats bread.	Tom isst Brot.
Tom enjoyed it.	Es hat Tom Spaß gemacht.
Tom feels hurt.	Tom fühlt sich verletzt.
Tom felt alone.	Tom fühlte sich einsam.
Tom felt dizzy.	Tom war schwindlig.
Tom felt great.	Tom fühlte sich großartig.
Tom felt happy.	Tom fühlte sich glücklich.
Tom felt hated.	Tom fühlte sich gehasst.
Tom felt loved.	Tom fühlte sich geliebt.
Tom felt lucky.	Tom war glücklich.
Tom felt tired.	Tom fühlte sich müde.
Tom felt woozy.	Tom fühlte sich benommen.
Tom fired Mary.	Tom feuerte Mary.
Tom fired once.	Tom hat einmal geschossen.
Tom forgave me.	Tom hat mir vergeben.
Tom forgave us.	Tom hat uns verziehen.
Tom found Mary.	Tom fand Maria.
Tom found that.	Tom hat das gefunden.
Tom found that.	Tom hat das da gefunden.
Tom gave blood.	Tom hat Blut gespendet.
Tom got a call.	Tom bekam einen Anruf.
Tom got better.	Tom ist besser geworden.
Tom got bigger.	Tom wurde größer.
Tom got burned.	Tom hat sich verbrannt.
Tom got busted.	Tom wurde geschnappt.
Tom got caught.	Tom wurde erwischt.
Tom got closer.	Tom kam näher.
Tom got dumped.	Tom wurde fallen gelassen.
Tom got fatter.	Tom wurde dicker.
Tom got hacked.	Tom wurde gehackt.
Tom got killed.	Tom wurde getötet.
Tom got mugged.	Tom wurde überfallen.
Tom got mugged.	Tom wurde ausgeraubt.
Tom got robbed.	Tom wurde ausgeraubt.
Tom got scared.	Tom hat es mit der Angst zu tun bekommen.
Tom got sicker.	Tom wurde kränker.
Tom got sleepy.	Tom wurde schläfrig.
Tom grabbed it.	Tom schnappte es sich.
Tom grew roses.	Tom züchtete Rosen.
Tom grows rice.	Tom baut Reis an.
Tom had a beer.	Tom hatte ein Bier.
Tom had a beer.	Tom trank ein Bier.
Tom had a cold.	Tom hatte eine Erkältung.
Tom had a cold.	Tom war erkältet.
Tom had a plan.	Tom hatte einen Plan.
Tom had cancer.	Tom hatte Krebs.
Tom had to run.	Tom musste laufen.
Tom has a Ford.	Tom hat einen Ford.
Tom has a Ph.D.	Tom ist Dr. phil.
Tom has a bike.	Tom hat ein Fahrrad.
Tom has a blog.	Tom hat einen Blog.
Tom has a boat.	Tom hat ein Boot.
Tom has a cold.	Tom hat eine Erkältung.
Tom has a cold.	Tom hat sich erkältet.
Tom has a limp.	Tom hinkt.
Tom has a limp.	Tom humpelt.
Tom has a maid.	Tom hat ein Dienstmädchen.
Tom has a plan.	Tom hat einen Plan.
Tom has a ring.	Tom hat einen Ring.
Tom has a wife.	Tom hat eine Frau.
Tom has asthma.	Tom hat Asthma.
Tom has braces.	Tom hat Hosenträger.
Tom has cancer.	Tom hat Krebs.
Tom has failed.	Tom hat versagt.
Tom has got it.	Tom hat es.
Tom has had it.	Tom ist bedient.
Tom has issues.	Tom hat Probleme.
Tom has it now.	Tom hat es jetzt.
Tom has my car.	Tom hat mein Auto.
Tom has scurvy.	Tom hat Skorbut.
Tom has talent.	Tom hat Talent.
Tom hated Mary.	Tom hasste Mary.
Tom hates Mary.	Tom hasst Maria.
Tom hates cats.	Tom kann Katzen nicht leiden.
Tom hates dogs.	Tom hasst Hunde.
Tom hates rats.	Tom kann Ratten nicht leiden.
Tom heard that.	Tom hat das gehört.
Tom helped out.	Tom hat geholfen.
Tom helps Mary.	Tom hilft Maria.
Tom hired Mary.	Tom stellte Maria ein.
Tom hit a deer.	Tom fuhr ein Reh an.
Tom ignored me.	Tom beachtete mich nicht.
Tom ignored me.	Tom ignorierte mich.
Tom improvised.	Tom hat improvisiert.
Tom improvised.	Tom improvisierte.
Tom intervened.	Tom schritt ein.
Tom intervened.	Tom ist eingeschritten.
Tom is a baker.	Tom ist Bäcker.
Tom is a biker.	Tom ist Radfahrer.
Tom is a biker.	Tom ist Motorradfahrer.
Tom is a blond.	Tom ist blond.
Tom is a bully.	Tom ist ein Rabauke.
Tom is a child.	Tom ist ein Kind.
Tom is a drunk.	Tom ist ein Trinker.
Tom is a dwarf.	Tom ist ein Zwerg.
Tom is a guard.	Tom ist Wächter.
Tom is a guard.	Tom ist ein Wachmann.
Tom is a guest.	Tom ist ein Gast.
Tom is a lefty.	Tom ist Linkshänder.
Tom is a loser.	Tom ist ein Verlierer.
Tom is a miner.	Tom ist Bergmann.
Tom is a miner.	Tom ist Minenarbeiter.
Tom is a minor.	Tom ist minderjährig.
Tom is a moron.	Tom ist ein Blödmann.
Tom is a pilot.	Tom ist Pilot.
Tom is a rabbi.	Tom ist Rabbi.
Tom is a saint.	Tom ist ein Heiliger.
Tom is a thief.	Tom ist ein Dieb.
Tom is a vegan.	Tom ist Veganer.
Tom is adopted.	Tom ist adoptiert.
Tom is amazing.	Tom ist unglaublich.
Tom is amusing.	Tom ist amüsant.
Tom is annoyed.	Tom ist genervt.
Tom is anxious.	Tom ist sehr besorgt.
Tom is ashamed.	Tom schämt sich.
Tom is at home.	Tom ist zu Hause.
Tom is average.	Tom ist durchschnittlich.
Tom is awesome.	Tom ist phantastisch.
Tom is awesome.	Tom ist großartig.
Tom is awesome.	Tom ist fantastisch.
Tom is awkward.	Tom ist ungelenk.
Tom is baffled.	Tom ist verwirrt.
Tom is bashful.	Tom ist schüchtern.
Tom is callous.	Tom ist gefühllos.
Tom is certain.	Tom ist sich sicher.
Tom is complex.	Tom ist vielschichtig.
Tom is cooking.	Tom kocht.
Tom is correct.	Tom hat recht.
Tom is correct.	Tom hat Recht.
Tom is curious.	Tom ist neugierig.
Tom is cynical.	Tom ist zynisch.
Tom is dancing.	Tom tanzt.
Tom is dancing.	Tom tanzt gerade.
Tom is devious.	Tom ist hinterhältig.
Tom is devoted.	Tom ist hingebungsvoll.
Tom is dieting.	Tom ist auf Diät.
Tom is dressed.	Tom ist gut angezogen.
Tom is driving.	Tom fährt Auto.
Tom is dubious.	Tom ist fragwürdig.
Tom is dusting.	Tom staubt ab.
Tom is elusive.	Tom ist schwer zu fassen.
Tom is engaged.	Tom ist verlobt.
Tom is enraged.	Tom ist wütend.
Tom is excused.	Tom ist entschuldigt.
Tom is falling.	Tom fällt.
Tom is fasting.	Tom fastet.
Tom is fasting.	Tom fastet gerade.
Tom is finicky.	Tom ist pingelig.
Tom is focused.	Tom ist konzentriert.
Tom is foolish.	Tom ist töricht.
Tom is frantic.	Tom ist verzweifelt.
Tom is freaked.	Tom ist durchgedreht.
Tom is furious.	Tom ist wütend.
Tom is gasping.	Tom schnappt nach Luft.
Tom is grouchy.	Tom ist ein Griesgram.
Tom is healthy.	Tom ist gesund.
Tom is helpful.	Tom ist hilfreich.
Tom is helping.	Tom hilft.
Tom is hideous.	Tom ist abscheulich.
Tom is history.	Tom ist Geschichte.
Tom is humming.	Tom summt.
Tom is humming.	Tom summt gerade.
Tom is hurting.	Es tut Tom weh.
Tom is immoral.	Tom ist unmoralisch.
Tom is in here.	Tom ist da drinnen.
Tom is in pain.	Tom hat Schmerzen.
Tom is intense.	Tom ist sehr intensiv.
Tom is invited.	Tom ist eingeladen.
Tom is jealous.	Tom ist eifersüchtig.
Tom is jittery.	Tom ist nervös.
Tom is jobless.	Tom ist arbeitslos.
Tom is kidding.	Tom scherzt.
Tom is kidding.	Tom macht Witze.
Tom is leaving.	Tom geht.
Tom is likable.	Tom ist sympathisch.
Tom is like me.	Tom ist wie ich.
Tom is limping.	Tom hinkt.
Tom is logical.	Tom denkt logisch.
Tom is lovable.	Tom ist liebenswert.
Tom is miserly.	Tom ist geizig.
Tom is missing.	Tom fehlt.
Tom is my baby.	Tom ist mein Baby.
Tom is my boss.	Tom ist mein Chef.
Tom is my idol.	Tom ist mein Idol.
Tom is my name.	Tom ist mein Name.
Tom is naughty.	Tom ist ungezogen.
Tom is nervous.	Tom ist nervös.
Tom is neutral.	Tom ist neutral.
Tom is no fool.	Tom ist kein Dummkopf.
Tom is no hero.	Tom ist kein Held.
Tom is no liar.	Tom ist kein Lügner.
Tom is nodding.	Tom nickt.
Tom is obscene.	Tom ist obszön.
Tom is on duty.	Tom hat Dienst.
Tom is our son.	Tom ist unser Sohn.
Tom is out now.	Tom ist jetzt nicht hier.
Tom is outside.	Tom ist draußen.
Tom is packing.	Tom packt.
Tom is panting.	Tom keucht.
Tom is patient.	Tom ist geduldig.
Tom is perfect.	Tom ist perfekt.
Tom is playing.	Tom spielt.
Tom is pleased.	Tom freut sich.
Tom is pompous.	Tom ist aufgeblasen.
Tom is popular.	Tom ist beliebt.
Tom is praying.	Tom betet.
Tom is precise.	Tom ist präzise.
Tom is present.	Tom ist anwesend.
Tom is psychic.	Tom ist übersinnlich.
Tom is puzzled.	Tom ist verwirrt.
Tom is quicker.	Tom ist schneller.
Tom is radical.	Tom ist radikal.
Tom is reading.	Tom liest gerade.
Tom is relaxed.	Tom ist entspannt.
Tom is resting.	Tom ruht sich aus.
Tom is retired.	Tom ist im Ruhestand.
Tom is running.	Tom rennt.
Tom is selfish.	Tom ist egoistisch.
Tom is serious.	Tom ist es ernst.
Tom is shaking.	Tom zittert.
Tom is shallow.	Tom ist oberflächlich.
Tom is shaving.	Tom rasiert sich.
Tom is shocked.	Tom ist schockiert.
Tom is similar.	Tom ist ähnlich.
Tom is sincere.	Tom ist aufrichtig.
Tom is singing.	Tom singt.
Tom is sitting.	Tom sitzt.
Tom is skating.	Tom läuft Schlittschuh.
Tom is sloshed.	Tom ist besoffen.
Tom is smarter.	Tom ist klüger.
Tom is smashed.	Tom ist betrunken.
Tom is smashed.	Tom ist besoffen.
Tom is smiling.	Tom lächelt.
Tom is smoking.	Tom raucht.
Tom is snoring.	Tom schnarcht.
Tom is so cool.	Tom ist so cool.
Tom is so nice.	Tom ist so nett.
Tom is so rude.	Tom ist so unhöflich.
Tom is sobbing.	Tom schluchzt.
Tom is special.	Tom ist etwas Besonderes.
Tom is spoiled.	Tom ist verwöhnt.
Tom is starved.	Tom ist hungrig.
Tom is staying.	Tom bleibt.
Tom is strange.	Tom ist seltsam.
Tom is stuffed.	Tom ist vollgegessen.
Tom is stunned.	Tom ist fassungslos.
Tom is tactful.	Tom ist taktvoll.
Tom is talking.	Tom redet.
Tom is teasing.	Tom ist neckisch.
Tom is tempted.	Tom ist versucht.
Tom is the one.	Tom ist derjenige.
Tom is thirsty.	Tom hat Durst.
Tom is through.	Tom ist fertig.
Tom is too old.	Tom ist zu alt.
Tom is touched.	Tom ist berührt.
Tom is trapped.	Tom ist gefangen.
Tom is unarmed.	Tom ist unbewaffnet.
Tom is unfazed.	Tom ist unbeeindruckt.
Tom is unlucky.	Tom hat Pech.
Tom is unmoved.	Tom bleibt unbewegt.
Tom is unusual.	Tom ist ungewöhnlich.
Tom is useless.	Tom ist nutzlos.
Tom is useless.	Tom ist ein Nichtsnutz.
Tom is vicious.	Tom ist bösartig.
Tom is violent.	Tom ist gewalttätig.
Tom is waiting.	Tom wartet.
Tom is walking.	Tom geht.
Tom is wealthy.	Tom ist wohlhabend.
Tom is welcome.	Tom ist willkommen.
Tom is whining.	Tom jammert.
Tom is willing.	Tom ist willig.
Tom is winning.	Tom gewinnt.
Tom is winning.	Tom ist am Gewinnen.
Tom is winning.	Tom gewinnt gerade.
Tom is with me.	Tom ist bei mir.
Tom is with us.	Tom ist bei uns.
Tom is working.	Tom arbeitet.
Tom is worried.	Tom ist besorgt.
Tom is worried.	Tom macht sich Sorgen.
Tom is wounded.	Tom ist verwundet.
Tom is wounded.	Tom ist verletzt.
Tom is yawning.	Tom gähnt.
Tom is yelling.	Tom schreit.
Tom isn't busy.	Tom ist nicht beschäftigt.
Tom isn't done.	Tom ist nicht fertig.
Tom isn't dumb.	Tom ist nicht dumm.
Tom isn't fair.	Tom ist ungerecht.
Tom isn't here.	Tom ist nicht hier.
Tom isn't home.	Tom ist nicht zuhause.
Tom isn't hurt.	Tom ist nicht verletzt.
Tom isn't hurt.	Tom ist unversehrt.
Tom isn't lazy.	Tom ist nicht faul.
Tom isn't lost.	Tom ist nicht verloren.
Tom isn't mean.	Tom ist nicht gemein.
Tom isn't neat.	Tom ist nicht gepflegt.
Tom isn't nice.	Tom ist nicht nett.
Tom isn't nuts.	Tom ist nicht verrückt.
Tom isn't poor.	Tom ist nicht arm.
Tom isn't rich.	Tom ist nicht reich.
Tom isn't rude.	Tom ist nicht unhöflich.
Tom isn't safe.	Tom ist nicht sicher.
Tom isn't sane.	Tom ist nicht gesund.
Tom isn't sick.	Tom ist nicht krank.
Tom isn't sure.	Tom ist sich nicht sicher.
Tom isn't tall.	Tom ist nicht groß.
Tom isn't thin.	Tom ist nicht dünn.
Tom isn't tidy.	Tom ist nicht ordentlich.
Tom isn't ugly.	Tom ist nicht hässlich.
Tom isn't weak.	Tom ist nicht schwach.
Tom isn't well.	Tom geht es nicht gut.
Tom isn't wise.	Tom ist nicht gescheit.
Tom kept going.	Tom ging weiter.
Tom kept quiet.	Tom blieb still.
Tom kept still.	Tom blieb ruhig.
Tom kept watch.	Tom hielt Wache.
Tom knelt down.	Tom kniete nieder.
Tom knew a lot.	Tom wusste eine Menge.
Tom knew a lot.	Tom wusste viel.
Tom knows best.	Tom weiß das am besten.
Tom knows guns.	Tom kennt Pistolen.
Tom knows more.	Tom weiß mehr.
Tom knows that.	Tom weiß das.
Tom knows this.	Tom weiß das.
Tom left early.	Tom ging früh fort.
Tom let me win.	Tom ließ mich gewinnen.
Tom lied to me.	Tom hat mich angelogen.
Tom lied to us.	Tom hat uns angelogen.
Tom liked Mary.	Tom mochte Maria.
Tom liked that.	Tom fand es gut.
Tom liked this.	Tom mochte das.
Tom likes Mary.	Tom mag Maria.
Tom likes cats.	Tom mag Katzen.
Tom likes dogs.	Tom mag Hunde.
Tom likes fish.	Tom isst gerne Fisch.
Tom likes fish.	Tom mag Fisch.
Tom likes jazz.	Tom mag Jazz.
Tom likes milk.	Tom trinkt gerne Milch.
Tom likes nuts.	Tom mag Nüsse.
Tom likes rock.	Tom mag Rock.
Tom likes snow.	Tom mag Schnee.
Tom likes that.	Tom mag das.
Tom likes them.	Tom mag sie.
Tom likes this.	Tom mag das.
Tom likes tuna.	Tom isst gerne Thunfisch.
Tom likes wine.	Tom mag Wein.
Tom lit a fire.	Tom entzündete ein Feuer.
Tom lives here.	Tom lebt hier.
Tom lives here.	Tom wohnt hier.
Tom lives here.	Tom ist hier zu Hause.
Tom looked ill.	Tom sah krank aus.
Tom looked mad.	Tom sah böse aus.
Tom looked old.	Tom sah alt aus.
Tom looked sad.	Tom sah traurig aus.
Tom looks busy.	Tom sieht beschäftigt aus.
Tom looks cold.	Tom sieht aus, als ob ihm kalt sei.
Tom looks cool.	Tom sieht cool aus.
Tom looks dead.	Tom sieht aus wie tot.
Tom looks fine.	Tom sieht gut aus.
Tom looks good.	Tom sieht gut aus.
Tom looks hurt.	Tom sieht verletzt aus.
Tom looks lost.	Tom sieht verloren aus.
Tom looks nice.	Tom sieht gut aus.
Tom looks pale.	Tom sieht bleich aus.
Tom looks pale.	Tom sieht blass aus.
Tom looks rich.	Tom sieht reich aus.
Tom looks sick.	Tom sieht krank aus.
Tom looks well.	Tom sieht gut aus.
Tom lost again.	Tom hat wieder verloren.
Tom lost count.	Tom hat den Überblick verloren.
Tom loved Mary.	Tom liebte Maria.
Tom loved kids.	Tom liebte Kinder.
Tom loves Mary.	Tom liebt Maria.
Tom loves cake.	Tom ist ganz wild auf Kuchen.
Tom loves cats.	Tom liebt Katzen.
Tom loves dogs.	Tom liebt Hunde.
Tom loves kids.	Tom liebt Kinder.
Tom loves that.	Tom liebt das.
Tom loves this.	Tom liebt das.
Tom made me go.	Tom hat mich dazu gebracht zu gehen.
Tom made me go.	Ich bin wegen Tom gegangen.
Tom made noise.	Tom machte Lärm.
Tom made plans.	Tom machte Pläne.
Tom may be hot.	Tom kann heiß sein.
Tom may be hot.	Tom ist vielleicht heiß.
